Pertanyaan,Pilihan Ganda,Jawaban
"1. Strategi positioning yang menekankan performa, keandalan, atau penerimaan global termasuk dalam...","A. Manfaat fungsional
B. Manfaat psikologis
C. Manfaat moneter
D. Holistic positioning
E. Need based framing",a
"2. Posisi yang menekankan pada perasaan mewah, eksklusif, dan prestisius termasuk dalam positioning berdasarkan...","A. Manfaat fungsional
B. Manfaat psikologis
C. Manfaat moneter
D. Holistic positioning
E. Competitive framing",b
3. Contoh positioning “Coca-Cola – The pause that refreshes” termasuk dalam kategori...,"A. Competitive framing
B. Need-based framing
C. Product-line framing
D. Holistic positioning
E. Value-based positioning",b
"4. Grab menggunakan tagline “Pesan Makanan, Transportasi, dan Pengiriman Barang dalam Satu Aplikasi”. Positioning ini merupakan contoh...","A. Single-benefit positioning
B. Holistic positioning
C. Product-line framing
D. Need-based framing
E. Competitive framing",b
5. Shopee menekankan pada harga miring lewat tagline “Gratis Ongkir” & “Murah Lebay”. Ini contoh positioning berbasis...,"A. Manfaat moneter
B. Manfaat fungsional
C. Competitive framing
D. Holistic positioning
E. Multi-benefit positioning",a
1. Konsep nilai pelanggan (customer value) memiliki dua aspek penting yang perlu diperhatikan dalam strategi pemasaran. Dua aspek tersebut adalah:,"A. Nilai bersifat fungsional dan ditentukan oleh harga pasar.
B. Nilai bersifat berwujud (tangible) dan universal bagi semua pelanggan.
C. Nilai bersifat tidak berwujud (intangible) dan idiosinkratis (berbeda untuk pelanggan yang berbeda).
D. Nilai bersifat moneter dan harus selalu lebih tinggi daripada nilai pesaing.
E. Nilai diciptakan hanya setelah pelanggan berinteraksi dengan penawaran.",c
2. Faktor-faktor kunci apa yang secara mendasar menentukan kemampuan suatu penawaran untuk menciptakan nilai (customer value) bagi pelanggan?,"A. Volume produksi total, tingkat diskon yang ditawarkan, dan biaya operasional perusahaan.
B. Tingkat investasi dalam penelitian dan pengembangan, saluran distribusi, dan reputasi merek.
C. Atribut yang mendefinisikan penawaran, tingkat kepentingan relatif atribut bagi pelanggan, dan kinerja penawaran pada atribut tersebut.
D. Umur perusahaan, kemampuan manajerial tim kepemimpinan, dan lokasi fasilitas produksi.
E. Jumlah pesaing di pasar, harga bahan baku, dan strategi periklanan yang digunakan.",c
3. Manakah dari strategi frame of reference berikut yang cenderung tidak disarankan untuk digunakan oleh pemimpin pasar (market leader) saat menentukan posisi (positioning) mereka?,"A. Need-based framing (fokus pada kebutuhan yang dipenuhi).
B. User-based framing (fokus pada pengguna target).
C. Category-based framing (fokus pada kategori produk yang relevan).
D. Product-line framing (fokus pada penawaran lain dalam lini produk).
E. Competitive framing (fokus pada perbandingan eksplisit dengan pesaing yang pangsa pasarnya lebih kecil).",e
"4. Prinsip diminishing marginal value menunjukkan bahwa, dalam hal peningkatan kinerja penawaran pada dimensi yang sama, dampaknya terhadap nilai subjektif pelanggan adalah:","A. Selalu meningkat secara linier, terlepas dari tingkat kinerja awal.
B. Memiliki dampak yang lebih kecil ketika kinerja awal atribut tersebut sudah tinggi.
C. Selalu sama untuk setiap unit peningkatan kinerja, baik pada level rendah maupun tinggi.
D. Hanya berlaku untuk dimensi nilai moneter, bukan nilai fungsional.
E. Hanya berlaku ketika pelanggan memiliki preferensi yang tidak terartikulasi dengan baik.",b
5. Yang dimaksud dengan Single-benefit positioning adalah:,"A. Hanya menawarkan satu manfaat kepada pelanggan dan tidak memiliki manfaat sekunder.
B. Menekankan manfaat secara holistik tanpa menyoroti manfaat individual.
C. Menekankan nilai yang disampaikan oleh satu atribut (primer) yang paling mungkin memberikan alasan kuat bagi pelanggan untuk memilih penawaran.
D. Menggunakan strategi dual-benefit (dua atribut utama) untuk memperkuat citra di benak pelanggan.
E. Memposisikan diri berdasarkan satu kerangka acuan (frame of reference) saja.",c
"Pertanyaan 1 - Sebuah perusahaan perangkat lunak menawarkan versi premium produknya dengan fitur lengkap secara gratis selama 30 hari. Setelah masa percobaan berakhir, banyak pengguna yang memutuskan untuk berlangganan karena merasa akan ""kehilangan"" kemudahan dan fitur yang sudah mereka nikmati. Menurut teori dalam bab ini, strategi ini secara efektif memanfaatkan prinsip psikologis apa dalam value function?","A. Diminishing Marginal Value
B. Reference-Point Dependence
C. Loss Aversion
D. Effort Optimization
E. Holistic Positioning",c
"Pertanyaan 2 - Sebuah tim riset pemasaran ingin memahami bagaimana persepsi konsumen terhadap berbagai merek minuman isotonik di pasar. Mereka meminta responden untuk menilai beberapa merek berdasarkan dua dimensi utama: ""tingkat efektivitas mengembalikan energi"" dan ""rasa yang menyegarkan"". Hasilnya kemudian divisualisasikan dalam sebuah grafik dua sumbu untuk melihat posisi relatif setiap merek. Alat visual yang mereka buat ini disebut...","A. Competitive Value Map
B. Positioning Map
C. Value Function Curve
D. Benefit Ladder Diagram
E. Reference Point Chart",b
"Pertanyaan 3 - Menurut kerangka kerja nilai pelanggan, nilai yang didapat dari atribut fungsional suatu produk, seperti kecepatan prosesor pada laptop, disebut sebagai...","A. Nilai Moneter (Monetary Value)
B. Nilai Psikologis (Psychological Value)
C. Nilai Fungsional (Functional Value)
D. Nilai Merek (Brand Value)
E. Nilai Tambah (Added Value)",c
Pertanyaan 4 - Apa tujuan utama dari sebuah positioning statement?,"A. Menjelaskan semua fitur yang dimiliki produk.
B. Mengidentifikasi manfaat utama yang menjadi alasan pelanggan memilih produk tersebut.
C. Menetapkan harga jual produk di pasar.
D. Meringkas laporan keuangan perusahaan.
E. Menentukan target demografis pelanggan.",b
Pertanyaan 5 - Salah satu cara menciptakan keunggulan kompetitif adalah dengan mengubah persepsi pelanggan mengenai pentingnya suatu atribut. Strategi ini bertujuan untuk...,"A. Menurunkan harga produk secara drastis.
B. Menambah fitur baru yang tidak dimiliki pesaing.
C. Membuat atribut di mana produk kita sudah unggul dianggap lebih penting oleh pelanggan.
D. Meniru semua keunggulan yang dimiliki oleh pesaing utama.
E. Mengurangi biaya produksi untuk meningkatkan margin keuntungan.",c
"Pertanyaan 1 - Dalam konteks strategi pemasaran, perusahaan yang ingin memperkuat posisinya di pasar biasanya akan berfokus pada upaya ""Gaining Market Position"". Manakah dari pernyataan berikut yang paling tepat menggambarkan tujuan utama strategi ini?","A. Menentukan harga produk semurah mungkin agar tidak ada pesaing yang mampu menandingi.
B. Meningkatkan daya saing perusahaan melalui peningkatan citra merek, loyalitas pelanggan, dan diferensiasi produk.
C. Menghindari semua bentuk inovasi agar perusahaan dapat menekan biaya operasional.
D. Mengabaikan kebutuhan pelanggan dan hanya fokus pada peningkatan laba jangka pendek.",b
"Pertanyaan 2 - Steal-Share Strategy merupakan pendekatan di mana perusahaan berusaha merebut pelanggan pesaing. Dalam praktiknya, strategi ini akan efektif apabila...","A. Pasar yang dimasuki masih dalam tahap pertumbuhan awal dan belum ada pesaing yang signifikan.
B. Perusahaan memiliki keunggulan kompetitif yang jelas, seperti kualitas produk yang lebih baik atau pelayanan yang lebih unggul dibandingkan pesaing.
C. Seluruh konsumen di pasar sudah sangat loyal kepada satu merek tertentu sehingga sulit untuk dipengaruhi.
D. Perusahaan mengabaikan promosi dan lebih banyak fokus pada pengurangan biaya distribusi.",b
"Pertanyaan 3 - Sebuah perusahaan yang ingin meningkatkan penjualan tidak hanya dengan merebut konsumen pesaing, tetapi dengan memperluas ukuran pasar secara keseluruhan, biasanya akan menggunakan Market-Growth Strategy. Contoh penerapan strategi ini adalah..","A. Meluncurkan kampanye edukasi untuk meningkatkan kesadaran konsumen tentang manfaat suatu produk yang masih baru di pasar.
B. Menjual produk yang sama tetapi hanya mengganti desain kemasannya agar terlihat lebih menarik.
C. Mengurangi variasi produk sehingga biaya produksi bisa ditekan.
D. Menghentikan seluruh aktivitas riset dan pengembangan untuk menghindari risiko kerugian.",a
"Pertanyaan 4- Market-Innovation Strategy berfokus pada penciptaan nilai baru bagi konsumen melalui pengembangan produk, layanan, atau model bisnis yang inovatif. Strategi ini biasanya memberikan keuntungan ketika...","A. Konsumen sudah merasa puas dengan produk yang ada dan tidak membutuhkan perubahan.
B. Perusahaan mampu menciptakan keunikan yang sulit ditiru pesaing, sehingga membuka peluang diferensiasi yang signifikan.
C. Perusahaan menolak melakukan riset konsumen dan hanya mengandalkan tren pasar lama.
D. Inovasi dilakukan tanpa memperhatikan kebutuhan pelanggan dan hanya untuk meningkatkan citra perusahaan.",b
"Pertanyaan 5 - Menjadi pionir dalam pasar baru (Pioneering New Markets) seringkali dianggap sebagai langkah strategis yang berani. Namun, strategi ini memiliki keuntungan sekaligus kelemahan. Manakah pernyataan yang paling tepat mengenai keuntungan dan kelemahan strategi ini?","A. Keuntungannya adalah dapat menciptakan loyalitas pelanggan lebih awal; kelemahannya adalah tingginya biaya riset dan risiko kegagalan pasar.
B. Keuntungannya adalah bebas dari biaya riset; kelemahannya adalah sulit mendapatkan pengakuan dari konsumen.
C. Keuntungannya adalah biaya pemasaran yang rendah; kelemahannya adalah tidak ada peluang diferensiasi.
D. Keuntungannya adalah pesaing langsung ikut membantu memperkenalkan produk; kelemahannya adalah perusahaan harus selalu menunggu pesaing masuk lebih dulu.",a
"Di tahun 2025, Grup Djarum melakukan akuisisi terhadap Hermina dan S untuk meningkatkan bisnisnyA. Dari studi kasus ini, apa nilai perusahaan yang tepat dilakukan oleh Grup Djarum? (company value)","A. Nilai psikologis
B. Nilai keindahan
C. Nilai moneter
D. Nilai sosial
E. Nilai fungsional",c
Program pelatihan AI gratis bersertifikat menjadi upaya Hacktiv7 dalam mendukung penggunaan AI terhadap masyarakat sekaligus meningkatkan pembelian produk pelatihan AI yang dibuat oleh perusahaan. Nilai apa yang terkandung dalam aktivitas ini? (company value),"A. Nilai moneter dan nilai fungsional
B. Nilai sosial dan nilai moral
C. Nilai ekonomi dan nilai fungsional
D. Nilai psikologis dan nilai moneter
E. Nilai sosial dan nilai keindahan",a
Perusahaan Makmur Sejahtera ingin membuat harga produk batang baja ringan sepanjang 6 meter tebal 0.65mm dengan harga Rp 81.000. Jika produk dengan spesifikasi yang sama dibuat dengan harga sebesar Rp75.000 oleh Perusahaan Sejati Jaya maka perusahaan Makmur sejahtera harus menerapkan manajemen pertumbuhan keuntungan dengan cara apa? (managing profit growth),"A. Menurun biaya
B. Menaikkan harga
C. Meningkatkan nilai fungsional
D. Mengatur revenues melalui penurunan harga produk
E. Pembuatan program sosial",d
"Microsoft memiliki nilai saling menghargai, integritas dan akuntabilitas sebagai nilai perusahaannyA. Apakah tindakan yang dilakukan perusahaan untuk menerapkan nilai psikologis yang tepat? (company value)","A. Penyusunan program iklan di Tiktok ads dan word of mouth pada influencer kategori mikro selama 3 bulan.
B. Proses hiring dengan mengukur motivasi, situasi dan sikap individu saat interview.
C. Manager produk membuat program pelatihan tambahan sesuai dengan kebutuhan departemen.
D. Menaikan harga produk yang tidak terlalu laku di pasaran.
E. Kerja sama dengan NGO yang bergerak di zero waste untuk meningkatkan ekonomi sirkular.",b
Perusahaan memiliki penurunan kinerja manajer yang berdampak pada peningkatan jumlah karyawan yang resign dengan berbagai kontrak di lini produk karena hasil survey menunjukkan manajer tidak memiliki komunikasi yang bagus. Apa antisipasi yang dapat dilakukan perusahaan untuk meningkatkan nilai psikologis perusahaan? (company value),"A. Memberikan pelatihan kepemimpinan kepada karyawan yang resign.
B. Mendorong insentif kepada konsumen untuk meningkatkan pembelian produk.
C. Program employee bonding kepada manajer dan karyawan setiap 3 bulan.
D. Riset harga kompetitor dengan kategori produk yang sama.
E. Program berhadiah lomba logo yang diposting ke sosial media perusahaan.",c
Faktor yang dapat meningkatkan kekuatan (power) seorang kolaborator dalam sebuah hubungan bisnis adalah...,"A. Menyediakan produk yang unik, populer, dan sulit digantikan.
B. Memiliki kontribusi yang tidak signifikan terhadap kesuksesan mitra.
C. Menawarkan produk yang sama persis dengan banyak pemasok lain.
D. Biaya peralihan (switching cost) yang rendah bagi mitranya.
E. Memiliki ukuran perusahaan yang jauh lebih kecil dari mitranya.",a
"Kolaborasi yang melibatkan hubungan kontraktual yang formal dan terstruktur, namun cenderung kurang fleksibel, disebut...","A. Kolaborasi Eksplisit
B. Aliansi Strategis
C. Jaringan Informal
D. Integrasi Vertikal
E. Kolaborasi Implisit",a
Sebuah perusahaan manufaktur mengakuisisi jaringan toko ritel yang menjual produknyA. Ini merupakan contoh dari...,"A. Integrasi Horizontal
B. Integrasi Vertikal (Forward)
C. Kolaborasi Eksplisit
D. Diversifikasi Konsentris
E. Integrasi Vertikal (Backward)",b
"Perusahaan A, sebuah produsen smartphone, bergabung (merger) dengan Perusahaan B, yang juga merupakan produsen smartphonE. Ini adalah contoh dari...","A. Integrasi Horizontal
B. Diversifikasi
C. Kolaborasi Eksplisit
D. Integrasi Vertikal
E. Outsourcing",a
"Ketika Gojek dan Grab bersaing ketat untuk memperebutkan driver dan merchant yang sama, ini dapat menimbulkan...","A. Kegagalan Pasar
B. Konflik Vertikal
C. Konflik Horizontal
D. Kolaborasi Implisit Sempurna
E. Integrasi Total",c
Sebuah perusahaan teknologi selama bertahun-tahun selalu mengalihdayakan (outsourcing) seluruh kegiatan riset dan pengembangannya ke perusahaan lain. Risiko strategis utama yang dihadapi perusahaan teknologi ini adalah...,"A. Kehilangan fleksibilitas dalam memasuki pasar baru.
B. Kecepatan inovasi yang menurun drastis.
C. Kehilangan kontrol atas jadwal produksi.
D. Kehilangan kompetensi inti dalam hal inovasi.
E. Meningkatnya biaya operasional secara signifikan.",d
"Sebuah startup makanan ingin produknya segera tersedia di seluruh kota besar di Indonesia. Dibandingkan membangun toko sendiri dari nol, keuntungan utama yang didapat jika mereka memilih berkolaborasi dengan jaringan supermarket yang sudah ada adalah...","A. Kontrol penuh atas kualitas pelayanan.
B. Margin keuntungan per produk yang lebih tinggi.
C. Kecepatan dalam menjangkau pasar yang luas.
D. Membangun citra merek yang lebih eksklusif.
E. Mengurangi risiko adanya pesaing baru.",c
"Kolaborasi dalam proses penciptaan nilai dapat terjadi dalam berbagai domain. Aktivitas seperti pengembangan produk bersama, penentuan harga, dan perancangan program insentif termasuk dalam domain...","A. Kolaborasi Pengiriman Nilai (Value-Delivery).
B. Kolaborasi Komunikasi Nilai (Value-Communication).
C. Kolaborasi Desain Nilai (Value-Design).
D. Kolaborasi Rantai Pasok (Supply-Chain).
E. Kolaborasi Pemasaran (Marketing-Collaboration).",c
"Sebuah kafe telah menggunakan sistem kasir dari Vendor X selama 5 tahun. Seluruh staf sudah sangat mahir menggunakannya dan semua data penjualan terintegrasi di sana. Jika kafe tersebut ingin beralih ke sistem kasir dari Vendor Y, mereka akan menghadapi ""kerepotan"" seperti biaya training ulang staf dan risiko kehilangan data. ""Kerepotan"" ini disebut...","A. Biaya hangus (Sunk Cost).
B. Biaya peluang (Opportunity Cost).
C. Biaya peralihan (Switching Cost).
D. Biaya tersembunyi (Hidden Cost).
E. Biaya integrasi (Integration Cost).",c
Alasan mendasar mengapa paradigma bisnis bergeser dari perusahaan yang terintegrasi penuh (melakukan semuanya sendiri) ke arah kolaborasi dan outsourcing adalah keyakinan bahwa...,"A. Perusahaan dapat memiliki kontrol penuh atas semua aspek bisnis.
B. Efektivitas dan efisiensi biaya yang lebih besar dapat dicapai melalui spesialisasi.
C. Risiko kebocoran informasi rahasia dapat diminimalkan.
D. Loyalitas karyawan dapat ditingkatkan secara signifikan.
E. Perusahaan dapat mengurangi ketergantungan pada pihak eksternal.",b
Nilai perusahaan yang berkaitan langsung dengan kinerja keuangan seperti laba bersih dan pendapatan disebut sebagai?,"A. Nilai fungsional
B. Nilai strategis
C. Nilai psikologis
D. Nilai moneter
E. Nilai kolaborasi",e
Strategi untuk meningkatkan volume penjualan dengan menarik pelanggan yang sudah menjadi pengguna kategori produk tersebut tetapi membeli dari pesaing dikenal sebagai strategi?,"A. Pertumbuhan pasar
B. Penetrasi pasar
C. Merebut pangsa pasar
D. Optimalisasi harga
E. Kolaborasi pasar",c
"Dalam konteks mengelola pendapatan penjualan melalui optimalisasi harga, kenaikan harga akan meningkatkan pendapatan jika?","A. Elastisitas harga permintaan tinggi
B. Volume penjualan meningkat secara signifikan
C. Dampak positif kenaikan margin lebih besar daripada dampak negatif penurunan volume
D. Biaya produksi juga naik
E. Harga pesaing lebih rendah",c
Salah satu strategi untuk menurunkan harga pokok penjualan (HPP) adalah...,"A. Meningkatkan anggaran pemasaran
B. Meningkatkan biaya penelitian dan pengembangan
C. Mengadopsi teknologi yang menggunakan proses lebih hemat biaya
D. Memperbanyak insentif untuk konsumen
E. Meningkatkan biaya administrasi",c
"Dalam konteks kolaborasi, keuntungan yang memungkinkan perusahaan untuk berspesialisasi pada keunggulannya sementara mitra fokus pada keahlian mereka, sehingga menciptakan keunggulan kompetitif bersama adalah...","A. Efisiensi biaya
B. Fleksibilitas
C. Kecepatan
D. Efektivitas
E. Kehilangan kontrol",d
"1. Nilai perusahaan dapat dilihat dari 3 dimensi utamA. Jika sebuah perusahaan melakukan CSR (Corporate Social Responsibility) untuk meningkatkan citra merek dan loyalitas karyawan, maka perusahaan tersebut sedang menekankan pada dimensi…","A. Nilai Moneter
B. Nilai Fungsional
C. Nilai Psikologis
D. Nilai Strategis
E. Nilai Kompetitif",c
"2. Suatu perusahaan memutuskan untuk mengurangi biaya R&D dengan mengadopsi open source dan kolaborasi eksternal. Berdasarkan teori profit growth, hal ini termasuk strategi…","A. Meningkatkan pendapatan penjualan
B. Menurunkan biaya pemasaran
C. Menurunkan biaya penelitian dan pengembangan
D. Menurunkan harga pokok penjualan
E. Meningkatkan penetrasi pasar",c
"3. Jika elastisitas harga pelanggan rendah, maka menaikkan harga kemungkinan akan…","A. Menurunkan revenue karena volume jatuh tajam
B. Tidak berpengaruh pada revenue
C. Meningkatkan revenue karena kenaikan margin lebih besar dari turunnya volume
D. Menurunkan profit karena biaya tetap tinggi
E. Meningkatkan nilai fungsional produk",c
"4. Sebuah produsen minuman energi mengalami penurunan laba bersih meskipun volume penjualan meningkat. Setelah dievaluasi, penyebabnya adalah kenaikan biaya promosi dan distribusi yang lebih besar daripada kenaikan pendapatan. Berdasarkan profit growth tree, strategi yang paling tepat untuk mengatasi masalah ini adalah…","A. Menaikkan harga jual produk tanpa memperhitungkan elastisitas permintaan
B. Mengurangi biaya distribusi dan promosi sambil mencari cara mempertahankan volume penjualan
C. Memperluas penetrasi pasar dengan memberikan diskon lebih besar
D. Mengembangkan produk baru untuk menarik segmen pasar baru
E. Meningkatkan jumlah karyawan sales untuk mempercepat ekspansi pasar",b
5. Pergeseran paradigma bisnis dari perusahaan terintegrasi penuh menjadi model outsourcing menunjukkan bahwa kolaborasi bertujuan…,"A. Meningkatkan kendali internal perusahaan
B. Mendelegasikan sebagian aktivitas ke pihak eksternal
C. Mengurangi kebutuhan mitra distribusi
D. Menghilangkan persaingan di pasar
E. Mengurangi ketergantungan pada teknologi",b
1. Manakah dari berikut ini yang BUKAN termasuk strategi untuk menurunkan harga pokok penjualan?,"A. Menurunkan biaya bahan baku melalui outsourcing 
B. Mengadopsi teknologi dengan biaya lebih rendah 
C. Menurunkan biaya administrasi dan hukum 
D. Mengoptimalkan proses produksi 
E. Beralih ke pemasok yang lebih efisien",c
"2. Kolaborator yang memiliki kekuatan tinggi biasanya memiliki ciri-ciri berikut, KECUALI…","A. Biaya peralihan yang tinggi
B. Ukuran yang besar
C. Produk yang sangat terdiferensiasi
D. Peran strategis yang rendah dalam ekosistem
E. Mampu mempengaruhi keputusan harga",d
3. Apa perbedaan utama antara strategi pertumbuhan pasar dan strategi merebut pangsa pasar?,"A. Pertumbuhan pasar menyasar pelanggan baru di luar kategori; merebut pangsa pasar menyasar pelanggan pesaing
B. Keduanya memiliki sasaran dan pendekatan yang sama
C. Pertumbuhan pasar lebih mengandalkan diskon, sedangkan merebut pangsa pasar fokus pada kualitas
D. Strategi merebut pangsa pasar lebih efektif dalam jangka panjang
E. Pertumbuhan pasar hanya dilakukan oleh perusahaan besar",a
"4. Ketika elastisitas harga tinggi, strategi penurunan harga dapat meningkatkan pendapatan penjualan jika…","A. Penurunan harga diikuti oleh kenaikan biaya operasional
B. Penurunan margin bisa ditutup dengan peningkatan volume penjualan
C. Harga produk menjadi lebih mahal dari pesaing
D. Loyalitas pelanggan terhadap merek meningkat
E. Ketersediaan produk menurun",b
"5. Dalam konteks strategi pertumbuhan laba, mengapa menurunkan biaya tanpa mengorbankan kualitas dapat menjadi langkah yang lebih berkelanjutan dibanding sekadar meningkatkan harga jual?","a. Karena strategi ini mempertahankan profitabilitas jangka panjang tanpa risiko menurunkan volume 
b. Karena harga tidak bisa dinaikkan tanpa kehilangan pelanggan 
c. Karena penurunan biaya tidak berdampak pada persepsi merek 
d. Karena pelanggan lebih suka produk murah daripada produk berkualitas 
e. Karena laba hanya bisa ditingkatkan melalui pengurangan beban produksi",a
"Menarik orang yang belum menggunakan produk jenis apapun dalam
kategori ini (memperbesar pasar) adalah salah satu strategi sasaran...","A. Market Growth
B. Steal Share
C. Market Penetration
D. Sales Ravenue
E. Marketing sales",a
"Seorang operator mesin yang baru akan bekerja lebih lambat. Namun, semakin
berpengalaman seseorang maka ia akan menemukan cara untuk mengoperasikan mesin lebih
cepat dengan hasil yang samA. Contoh diatas menggunakan sumber penghematan biaya apa?","A. Economies of Scale
B. Learning Curve
C. Economies of Scope
D. Efisiensi
E. Efektivitas dan efisiensi",c
Contoh strategi menurunkan biaya pemasaran adalah …,"A. Menggunakan teknologi produksi yang lebih efisien
B. Mengoptimalkan biaya komunikasi (iklan) dan distribusi
C. Memperpendek siklus pengembangan produk
D. Mengurangi biaya hukum perusahaan",b
Kekurangan dari collaboration eksplisit adalah …,"A. Tingkat komitmen rendah
B. Sulit memprediksi perilaku kolaborator
C. Fleksibilitas lebih rendah, biaya peralihan tinggi, dan risiko strategis
D. Efisiensi biaya lebih rendah",c
Tujuan utama integrasi baik vertikal maupun horizontal adalah …,"A. Meningkatkan harga produk
B. Memperluas pasar, mengurangi pesaing, atau memperkuat posisi di pasar
C. Mengurangi kualitas produk untuk efisiensi
D. Menunda persaingan dengan kompetitor",b
Tujuan utama perusahaan dalam menciptakan company value adalah,"A. Menurunkan harga jual produk secara drastis 
B. Mengurangi jumlah produk agar lebih fokus 
C. Memaksimalkan pendapatan, mengendalikan biaya, dan meningkatkan profitabilitas 
D. Menghindari investasi pada pasar baru 
E. Menekan kompetitor dengan strategi harga dumping",c
Strategi meningkatkan revenue dapat dilakukan melalui,"A. Memperluas pasar, meningkatkan penjualan, dan memperbaiki penawaran produk 
B. Mengurangi jumlah pelanggan untuk meningkatkan eksklusivitas 
C. Mengurangi variasi produk agar biaya lebih rendah 
D. Membatasi distribusi agar lebih selektif 
E. Mengurangi aktivitas promosi",a
Profitabilitas sebuah perusahaan ditentukan oleh,"A. Penjualan tinggi dengan biaya tinggi 
B. Pendapatan lebih besar daripada biaya 
C. Biaya produksi lebih besar daripada pendapatan 
D. Fokus pada promosi tanpa perhitungan margin 
E. Mengutamakan kepuasan karyawan dibanding konsumen",b
Salah satu manfaat utama dari business market collaboration adalah,"A. Meningkatkan biaya operasional perusahaan  
B. Mengurangi akses terhadap sumber daya baru 
C. Membantu perusahaan memperluas pasar dan meningkatkan daya saing 
D. Membatasi inovasi agar sesuai dengan standar lama 
E. Mengurangi peluang diferensiasi produk",c
"Jika perusahaan berfokus pada peningkatan pendapatan dengan memperbanyak lini produk, maka risiko yang perlu diperhatikan adalah","A. Penurunan kepuasan pelanggan 
B. Kenaikan biaya operasional dan kompleksitas manajemen produk
C. Berkurangnya akses ke pemasok 
D. Melemahnya loyalitas distributor 
E. Penurunan efisiensi promosi",b
1. Apa perbedaan utama antara produk dan layanan?,"A. Produk tidak berpindah kepemilikan, layanan berpindah kepemilikan
B. Produk berpindah kepemilikan, layanan tidak berpindah kepemilikan 
C. Produk tidak dapat disimpan, layanan dapat disimpan
D. Produk selalu intangible, layanan selalu tangible
E. Produk dapat dipisahkan dari produsen, sedangkan layanan dikonsumsi bersamaan dengan produksinya",b
2. Faktor strategis yang memengaruhi desain produk dan layanan dikenal dengan konsep:,"A. 4P
B. 5C 
C. SWOT
D. STP
E. Lima faktor: pelanggan, perusahaan, mitra, pesaing, dan konteks",b
3. Atribut 'pencegahan gigi berlubang' pada pasta gigi termasuk kategori:,"A. Search attribute
B. Experience attribute
C. Credence attribute 
D. Performance attribute
E. Atribut yang hanya bisa dibuktikan melalui klaim ahli, bukan pengalaman langsung konsumen",c
4. Contoh inovasi variasi produk adalah:,"A. Penemuan teknologi baterai baru
B. Penambahan rasa baru pada minuman ringan 
C. Penciptaan smartphone lipat
D. Peluncuran mobil listrik pertama
E. Penambahan ukuran atau warna baru pada produk yang sudah ada",b
5. Apa risiko dari produk yang terlalu tahan lama bagi perusahaan?,"A. Meningkatkan pembelian ulang
B. Mengurangi loyalitas pelanggan
C. Menurunkan frekuensi pembelian ulang 
D. Membuat biaya produksi lebih tinggi
E. Menurunkan permintaan karena pelanggan enggan mengganti produk yang masih berfungsi",c
6. Brand repositioning diperlukan terutama untuk:,"A. Menghindari biaya promosi
B. Menjaga relevansi merek di tengah perubahan pasar
C. Mengurangi kualitas produk agar lebih murah
D. Menghapus identitas lama sepenuhnya
E. Meningkatkan jumlah karyawan",b
7. Dimensi ekuitas merek menurut Aaker TIDAK meliputi:,"A. Brand loyalty
B. Perceived quality
C. Corporate governance
D. Brand awareness
E. Brand associations",c
8. Pergantian konsep visual dalam reposisi Grand Indonesia Mall mencakup,"A. Pergantian manajemen perusahaan induk
B. Perubahan interior, eksterior, dan tenant agar sesuai target baru
C. Penurunan harga sewa toko agar lebih terjangkau
D. Peningkatan jumlah lantai gedung
E. Ekspansi ke luar negeri",b
9. Contoh brand extension vertikal di Indonesia adalah,"A. Indomie Premium Real Meat
B. Aqua dengan air galon isi ulang
C. Sido Muncul dengan Tolak Angin cair
D. Tropicana Slim dengan varian teh manis
E. Chitato dengan varian rasa baru",a
10. Salah satu risiko utama brand extension adalah:,"A. Peningkatan ekuitas merek
B. Brand dilution atau pengaburan identitas inti
C. Memperluas jangkauan pasar
D. Menambah pilihan bagi konsumen
E. Meningkatkan loyalitas pelanggan",b
"11. Perusahaan X menjalin kerja sama co-branding dengan perusahaan teknologi besar untuk meluncurkan produk baru. Namun, jika salah satu pihak gagal menjaga kualitas, dampak yang paling mungkin terjadi adalah…","A. Tidak ada efek karena branding bersifat individual
B. Kedua merek dapat terdampak negatif secara reputasi
C. Reputasi hanya terpengaruh pada merek yang gagal
D. Co-branding otomatis meningkatkan nilai perusahaan
E. Mitra akan selalu memperkuat merek tanpa risiko",b
"12. Sebuah perusahaan FMCG di Indonesia memiliki banyak produk dengan nama berbeda (deterjen, sabun, pasta gigi) yang tidak menonjolkan nama perusahaan induknyA. Namun, jika salah satu produk gagal di pasar, citra produk lain tetap aman.
Model branding apakah yang digunakan perusahaan tersebut?","A. Umbrella Branding
B. Individual Branding
C. Co-Branding
D. Corporate Branding
E. Global Branding",a
"13. Dalam strategi branding global, mengapa konteks (context) seperti regulasi, budaya, dan ekonomi sangat penting untuk dipertimbangkan?","A. Karena branding bersifat universal dan tidak dipengaruhi konteks
B. Karena konteks menentukan sejauh mana branding perlu adaptasi agar relevan
C. Karena branding hanya dipengaruhi oleh pelanggan dan pesaing
D. Karena konteks tidak memengaruhi hierarki merek
E. Karena branding selalu sama di semua negara",b
"14. Perusahaan ritel besar ingin menyeimbangkan customer value, company value, dan collaborator valuE. Jika mereka terlalu fokus pada company value (keuntungan, reputasi), apa dampak negatif yang mungkin terjadi?","A. Pelanggan merasa kebutuhan mereka tidak terpenuhi
B. Kolaborator tetap loyal karena perusahaan kuat
C. Semua pihak diuntungkan secara adil
D. OVP tercapai dengan lebih cepat
E. Diferensiasi produk meningkat",a
